Latitude,Longitude,Depth,Magnitude
62.0651,-149.4024,37.7,2.1
44.3692,149.5521,44.12,4
61.0605,-148.1686,7.9,1.2
38.8105011,-122.8156662,2.59,0.76
19.4173336,-155.2814941,13.37,0.31
19.7935,-64.2861,63,3.1
33.9361667,-117.8305,12.98,0.76
37.7771667,-122.2003333,11.59,1.61
63.9473,-152.9813,10.8,1.2
52.3022,-173.1535,8.1,2.6
33.1546667,-115.6241667,7.32,1.21
59.4361,-152.0848,62.9,1.8
60.1815,-141.4317,0,1
63.1369,-147.6798,16.5,0.6
62.1038,-141.9711,12.2,1
38.6531,-118.7748,12.4,0.9
33.6491667,-116.759,11.8,0.72
40.3525,-120.5801,9.5,0.7
36.1651,-117.3692,4.2,0.6
34.1625,-116.4321667,10.94,0.69
35.7806667,-121.3461667,5.87,1.83
61.1165,-147.4229,0,1.5
33.9436667,-116.8446667,5.5,1.03
36.3916667,-120.2513333,19.5,1.92
40.247,-121.657,7.15,0.72
37.4108333,-118.4226667,3.35,0.76
51.9607,175.8219,20,2.6
33.6465,-116.7183333,12.98,1.44
38.8263321,-122.8424988,0.74,0.78
32.9755,-116.3768333,11.61,0.81
33.2485,-116.3858333,4.35,0.63
40.1411667,-120.2295,8.95,3.74
40.1404,-120.2228,11.6,1.1
40.1398333,-120.227,11.67,1.62
40.1033333,-120.2526667,8.2,1.39
40.1345,-120.2276667,11.14,1.66
63.4812,-151.2948,4.5,0.7
40.1371667,-120.225,11.53,1.61
60.2244,-152.7611,108.9,2.7
33.6365,-116.7271667,17.14,0.4
40.1404,-120.2241,11.7,0.1
40.1438,-120.2232,12.2,0.3
33.9466667,-116.8305,7.73,0.56
40.135,-120.2206,13.2,0.8
60.8301,-150.3134,46.4,2.1
62.223,-154.7978,4.4,1.1
68.727,-143.3747,0.2,1.5
37.7775,-122.2,11.58,1.52
37.7785,-122.1983333,11.73,1.13
63.5536,-147.6157,0.7,0.9
60.0561,-152.9186,104.3,2.8
-23.8467,82.5604,10,5
53.3008,-165.5971,18.9,1.7
40.1376667,-120.2275,12.07,1.84
38.7973328,-122.7631683,0.85,0.75
40.138,-120.2258333,11.42,1.58
63.1731,-150.9104,126.9,1.4
10.8118,-62.2367,94.03,4.2
35.542,-120.8226667,4.51,1.07
62.9376,-150.9669,108.3,1.2
61.9126,-148.5354,14.1,1.1
63.1167,-149.6266,88.5,1.4
40.1399,-120.2241,11.6,0.6
37.4548333,-118.8121667,-2.38,1.21
51.5087,-179.9235,66.4,2
33.6598333,-116.7585,15.09,0.64
35.7831667,-121.3395,4.67,1.78
37.4551667,-118.8108333,0.07,0.98
61.7258,-151.7188,86.2,1.8
34.118,-116.9291667,7.84,0.79
59.9625,-152.3531,72.4,2.2
40.5573333,-121.7933333,10.78,0.71
38.8358345,-122.8054962,1.31,1.18
19.2826667,-155.3878333,3.105,1.15
-20.8192,-67.9641,171.11,4.2
56.0925,-157.0747,44.9,2.2
61.9265,-147.9293,33.9,1
18.628,-65.3171,63,3
37.4193333,-118.4418333,4.57,0.36
33.9393333,-116.8258333,4.92,0.8
56.2214,-158.8809,6.4,2.5
37.0503333,-121.1951667,5.21,1.42
61.2885,-150.1459,44.4,1.3
63.4268,-151.4424,0.8,0.7
61.4128,-146.1674,16.6,1.3
38.8059998,-122.8161697,2.68,0.89
60.3113,-143.0066,11.8,0.6
37.9045,-118.5903333,9.09,0.98
37.5193333,-118.8901667,-0.19,1.02
35.3799,140.4697,17.79,4.6
33.2481667,-116.3143333,8.49,0.82
61.6534,-150.3619,46.5,1.7
33.952,-116.3238333,1.52,0.84
65.1511,-149.0704,14.3,2.2
34.0353333,-116.3205,8.88,1.2
49.4556667,-120.5088333,-0.53,2.33
61.9681,-151.3426,88.8,1.4
41.8676,-119.6366,10.2,1.7
33.2241667,-116.734,11.43,0.82
37.3223333,-122.1036667,-0.32,1.25
66.3581,-146.8902,19.3,0.9
63.0553,-150.7727,115.7,1.3
65.8849,-150.6064,11.8,1.3
36.7634,-98.0793,11.11,3.1
65.8939,-151.0271,17.4,0.8
-21.4188,-66.8215,222.7,4.3
51.3909,-179.1585,23.2,1.9
59.9414,-140.8666,8.7,0.9
32.5718333,-117.214,13.05,0.97
45.1778333,-112.4276667,-2,0.75
56.6322,-157.5412,98.8,2.3
34.2558333,-116.4351667,7.27,0.97
19.2095,-155.4513333,39.607,1.8
64.7478,-148.613,13.8,1.3
38.6637,-118.7672,11.7,0.2
51.32,178.5545,9.4,1.8
18.6966,145.6807,212.27,4.5
38.6565,-118.7247,14,0.2
-28.6254,-176.2228,57.33,4.7
34.996,-118.196,-1.03,1.33
37.5105,-121.8053333,7.84,2.09
33.5718333,-116.7145,2.95,0.42
38.8093333,-122.7855,1.62,0.18
-15.2594,-174.8534,245.82,4.3
38.4709,-118.3693,3.3,0.8
18.5192,145.6258,192.68,4.3
38.6629,-118.7696,10.6,0.7
38.6629,-118.7696,10.6,0.7
33.8463333,-117.4886667,-0.51,1
40.3336,33.3066,10,4
32.7675,-116.8935,-0.29,1.32
38.6563,-118.7713,11,0.3
60.0792,-153.1792,109,1.8
60.9769,-146.6598,15,1.1
-23.4608,-179.8971,528.57,4.3
53.8407,-166.6051,3.8,1.2
38.7771683,-122.7556686,1.06,0.53
57.9265,-153.7655,54.9,1.8
37.5888333,-118.934,0.83,0.87
66.0106,-151.51,17.3,1
61.1782,-148.0986,6.8,1.1
40.1435,-120.2178,11.7,1
63.1043,-150.4268,92.4,1.3
18.9995,-64.9905,16,2.3
40.1398333,-120.2281667,12.37,1.8
38.8241653,-122.8028336,2.43,0.88
35.9711667,-120.5378333,9.99,1.25
33.1121667,-117.1556667,-0.27,1.18
60.6528,-153.3784,169,1.9
37.5003333,-114.0366667,0.24,1.51
34.3398333,-116.8885,-1.35,1.32
40.4725,-121.5321667,3.04,0.25
48.9656667,-122.0841667,-0.92,1.25
60.6156,-145.0794,10,1.4
38.4756,-118.3711,2.3,0.1
64.8962,-149.2372,13.7,0.4
19.17,-155.4601667,33.087,1.72
-14.9295,172.3,622.13,4.5
64.9688,-147.3903,0,1
3.6477,127.1955,10,4.7
61.5566,-146.2998,34.3,1
40.2543333,-121.146,2.73,1.62
37.532,-118.8926667,2.66,0.66
44.4445,-114.1371667,6.33,2.08
36.5511667,-121.1453333,6.41,1.7
47.8806667,-122.464,3.27,1.33
36.0401667,-120.5981667,3.38,0.78
-24.5027,-179.9427,501.74,4.2
-21.0113,-11.4985,10,4.6
64.28,-148.5281,13.8,0.2
59.0675,-152.4821,63.7,1.7
38.3332,-118.1821,5,0.4
47.968,-117.0135,7.08,2.41
38.8445015,-122.8308334,1.55,0.57
39.462,73.323,45.57,4.3
36.0825,-117.6253333,2.75,0.63
18.7395,-67.4225,4,3
37.4545,-118.8123333,-2.39,1.24
38.8085,-122.8241667,2.44,0.44
35.0403333,-117.6735,-0.82,1.8
53.5516,-163.9197,39.4,2.8
51.1288,-178.1359,26.3,3.2
52.7085,-169.3468,24.1,2
59.8546,-152.303,80.4,2.3
44.1788,148.9868,47.84,4.6
37.3776,-117.0985,6.5,0.3
42.1553333,-112.0865,10.22,0.19
42.1436667,-112.0855,12.95,0.67
39.2223,-120.9631,5.4,1.5
60.0226,-152.4233,73.8,1.5
61.0413,-152.4132,123.5,1.7
60.5047,-147.7625,0.8,1.4
38.6697,-119.3851,11.7,1.6
-21.0197,-177.2917,523.19,4.4
44.8555,-112.2635,5.95,0.64
35.4811667,-118.301,2.56,2.21
40.4746667,-121.5286667,2.61,1.7
35.486,-118.3121667,1.27,1.3
40.471,-121.5323333,2.5,0.49
18.9482,-65.0558,63,2.3
38.6612,-119.3864,6.4,0.7
61.8528,-151.1656,69.4,2.3
59.4953,-152.5396,71.6,1.7
62.608,-137.2418,0,1
52.9477,-168.1297,53,2.1
40.2973333,-124.5633333,20.19,2.19
33.038,-116.4476667,6.64,1.94
51.3679,-177.8027,15.3,1.5
36.4885,-89.5248333,6.94,1.3
33.9396667,-117.9078333,5.13,1.28
18.2357,-67.222,129,3.1
38.2685,-118.7369,9.8,2
49.3789,153.7283,144.66,4.1
19.1555,-67.7195,103,3.4
38.8238335,-122.8424988,1.72,0.89
51.4176,-176.0566,13.9,2
44.7411667,-111.7421667,10.81,1.06
19.8656667,-155.5933333,34.936,1.9
44.7456667,-111.7483333,10.79,1.15
62.0992,-145.0381,12.4,0.8
63.4062,-151.2958,12.2,0.6
53.61,-165.3659,45.2,1.7
62.0323,-152.0805,105.9,1.8
36.1291667,-120.1716667,10.18,1.95
39.7103333,-110.7823333,-3.39,1.3
33.4721667,-116.4893333,9.98,1.3
33.4771667,-116.492,11.47,0.42
34.0145,-116.3225,10.28,0.95
35.8186667,-117.7866667,2.94,0.79
62.0855,-147.0273,42.3,1.7
62.9234,-150.8957,109.1,1.3
66.684,-151.7285,20.5,0.9
38.6801,-119.3769,12.9,1.4
33.0368333,-116.4455,6.51,1.07
40.3525,-119.4598,13.4,1.7
33.9346667,-116.7318333,15.4,0.69
38.9945,-118.3973,7.6,1.4
38.6613,-119.3889,14.3,1.5
38.8176651,-122.8118362,2.23,0.97
19.3785,-67.8602,63,3.3
52.6836,-167.0618,9.8,2.1
35.8616667,-120.4071667,4.51,0.69
37.1218,-117.9098,14.4,0.4
19.2555,-64.8964,24,2.2
33.2513333,-116.3998333,5.3,0.73
62.0537,-149.4002,38.6,1.1
38.7446667,-122.6945,0.9,1.46
33.2518333,-116.404,3.82,0.89
55.3625,-158.3999,9.6,3.4
64.689,-146.8785,12.1,0.2
34.1213333,-116.9265,6.18,1.44
62.2161,-149.574,15,0.9
34.125,-116.9243333,7.96,0.82
49.9735,155.8088,70.42,4.5
-24.2092,-67.1068,189.75,4.4
33.691,-116.7291667,16.22,0.35
37.5988333,-118.9371667,0.75,0.3
63.2305,-149.4275,4.8,0.4
38.6533,-119.4028,11.5,0.9
53.8807,-166.4382,12.6,1.1
60.1768,-141.3755,0,1.6
51.8213,-173.1301,25.8,2.6
61.1224,-150.6628,52.2,1.5
13.5563,144.9084,89.49,4.5
61.5328,-149.9911,48.6,1.1
38.8106651,-122.8215027,2.49,0.98
38.8323326,-122.8006668,2.07,0.56
33.874,-117.1038333,12.85,1.86
38.7928352,-122.7496643,2.63,0.57
47.6926667,-121.493,10.76,2.07
37.5983333,-118.9976667,1.35,0.3
42.2576667,-122.5565,11.89,1.35
61.736,-148.208,13.4,1
66.54,-147.3257,12.3,0.9
52.8133,-166.7861,5.3,1.9
59.6679,-152.6026,80.7,1.6
40.5263,-115.5654,8.8,1.9
37.6933333,-113.011,11.63,1.11
33.1666667,-116.3811667,11.62,0.93
33.6426667,-116.7191667,16.79,0.59
62.6459,-151.2347,85.5,1.2
61.6069,-148.2603,17.2,0.7
61.6836,-149.8977,44.3,0.9
61.7986,-151.2679,75.6,1.3
38.7886658,-122.7506638,-0.14,0.88
37.4987,-115.7945,4.1,0.5
53.2447,-165.4868,19.9,2
63.4125,-151.3958,6.8,0.5
35.6796667,-121.126,5.78,0.92
63.4204,-145.1247,4.6,0.6
61.7748,-149.5694,42.9,1.1
37.641,-118.9293333,-0.59,1.08
38.8093338,-122.8130035,1.86,1.06
63.149,-150.4609,107.8,1.2
40.046,-81.2456667,1,1.98
33.4816667,-116.4486667,9.31,0.64
34.2943333,-117.001,4.82,0.68
61.6711,-149.8787,43.9,1
38.7944984,-122.7819977,3.56,0.88
35.7741,-116.6709,6.7,0.4
33.2166667,-116.1763333,9.21,0.86
46.2115,-122.1935,6.77,0.31
36.2117,70.3056,109.51,4.5
37.4128333,-121.7573333,2.22,1.87
63.5498,-150.9799,4.8,1
65.5456,-144.7486,8.4,0.9
60.2876,-147.9073,13.9,1.2
37.653,-118.9401667,0.95,0.01
33.2355,-116.7656667,11.62,0.9
18.1616667,-155.3345,17.201,2.34
51.2774,-179.3761,25.6,1.7
37.6536667,-118.9425,0.69,0.18
18.6162,145.649,198.32,4.4
63.0701,-151.5793,0.9,0.7
44.0588,149.1066,35.03,4.5
38.005,-118.0659,18.3,0.7
33.7041667,-116.7348333,15.95,0.8
-24.1993,-67.0919,166.84,4.9
61.296,-152.4855,0.3,2.3
51.597,-178.4448,17.5,1.3
61.2988,-152.423,1.3,1.2
68.5399,-146.6489,18.1,0.9
55.3975,165.15,37.02,5
34.0155,-117.1093333,14.43,0.94
62.2854,-151.2335,70.9,1.1
61.4178,-152.2929,4.5,0.6
61.0679,-151.3796,67.6,1.9
37.4825,-118.8113333,7.4,0.67
56.3836,-158.7491,98.8,1.7
51.7539,-177.4761,72.9,1.4
62.9888,-150.6362,102.4,1.5
33.764,-115.9046667,4,0.56
33.1978333,-115.6433333,4.55,0.98
44.8086667,-111.8871667,5.72,0.54
34.1181667,-116.928,6.96,0.61
18.5058,145.5215,214.56,4.5
44.6521667,-110.4315,5.16,2.07
61.0451,-150.2174,49.6,3.4
61.1723,-147.4572,0,1.5
34.5181667,-119.1043333,16.85,1.24
37.5295,-118.8965,0.67,0.67
16.0813,-95.1048,52.4,4.6
11.2317,-85.8611,89.12,4.7
67.477,-152.2254,1.4,0.9
39.8721,-119.022,11.5,0.8
36.0658333,-120.6371667,2.53,0.97
61.6425,-151.3224,3.1,1.1
33.5401667,-116.6936667,4.64,0.43
38.6728,-119.3765,9.4,1.3
38.6677,-119.3806,10.5,1.1
61.7505,-149.6259,39.7,1.2
33.7728333,-115.9165,0.11,0.76
60.9126,-150.8214,20,2.1
46.8426667,-121.9243333,10.4,0.57
64.3858,-149.7964,20.3,0.5
65.1668,-148.9766,10.2,1.4
-18.1535,-178.67,611.84,4.5
19.1399,-66.379,30,3.5
60.6581,-152.6838,111.5,1.8
19.0893,-66.3498,30,2.8
19.1049,-66.3725,29,3.3
18.6916,-64.2816,43,2.3
19.0335,-66.4217,48,2.9
38.6544,-119.3979,10,0.6
19.2399,-64.5495,16,2.3
33.458,-116.448,2.32,1.07
64.4856,-147.198,11.3,0.8
54.0148,-165.1241,69.3,1.8
51.1357,-176.3201,16.5,2.6
61.0581,-150.1958,52.7,3.4
61.0623,-150.2372,46.3,1.7
34.0998333,-116.9721667,2.01,0.96
51.7779,-175.6702,54,3.4
46.562,-121.6416667,8.42,1.21
35.5581667,-118.4176667,3.13,1.18
51.6157,-176.4996,47,2.3
61.4883,-146.4963,30.6,1.3
60.1623,-139.5874,1,3.9
60.1743,-139.5215,3,1.7
-7.4356,128.5733,143.35,4.4
59.2403,-148.8837,14.3,1.4
36.2128333,-89.475,7.49,1
-55.783,-27.1804,7.61,5.1
59.4585,-152.2245,80.1,1.6
60.2618,-152.3901,82.8,1.3
35.8164,-97.4498,2.31,2.3
37.3796667,-118.52,10.3,0.48
-20.2611,-178.2997,553.62,4.4
40.1558333,-120.209,12.33,1.86
-29.0974,60.7312,10,4.4
-19.9667,-174.7986,68.52,4.7
60.1305,-153.5779,8.5,0.8
31.1358,130.2071,162.23,4.2
59.6043,-138.8413,5.7,1.1
46.8598333,-121.763,2.4,0.47
64.2131,-147.92,10.5,0.4
59.8879,-153.3523,123.6,1.6
37.5126667,-118.8298333,0.59,0.72
33.2701667,-116.655,15.35,1.12
36.6861667,-121.3271667,4.78,1.21
34.0338333,-117.2383333,15.84,1.11
61.7453,-150.7926,69.1,2.4
61.4989,-146.5166,26.5,0.9
60.3251,-141.3498,17.2,1.1
18.4451,145.6864,193.48,4.5
35.712,-121.084,9.84,1.56
60.159,-139.5459,7.5,1.2
32.702,-115.7746667,9.65,0.98
33.9395,-116.7355,17.53,0.75
36.7471667,-121.4411667,7.23,0.75
38.8345,-122.8075,1.58,0.25
65.226,-152.4248,14.1,1.6
36.5876667,-121.4175,-0.31,1.4
33.6746667,-116.6773333,16.05,0.76
33.9466667,-116.7406667,15.75,0.7
38.4615,-118.0837,8.9,0.6
19.388,-155.2785,2.522,0.33
40.475,-121.515,3.04,0.14
33.7656667,-115.9128333,1.72,1.27
34.6736667,-120.7716667,-0.35,1.47
59.8469,-150.5807,43.1,1.1
46.8561667,-121.7633333,1.75,0.23
38.0897,-118.8836,3.2,0.8
62.1367,-152.1119,107.5,1.7
63.5621,-150.7797,5.1,1.2
38.2565,-118.7332,10,0.1
64.4991,-152.7641,2.4,1.1
66.2984,-141.4104,8.6,0.9
63.4638,-147.8433,15.6,0.7
62.154,-150.0331,9.2,0.9
38.7466667,-122.7225,1.67,1.27
17.8717,-65.691,12,1.9
18.1685,-67.3,24,2.3
56.8547,-154.9645,50.4,2.4
51.2838,-176.4202,16.2,1.5
36.8933333,-121.6213333,-0.11,1.76
46.0208333,-112.4528333,-2,1.37
46.0136667,-122.8833333,-0.47,1.55
51.5296,-176.029,21.7,1.1
51.6088,-175.5541,30,1.1
61.0734,-150.3976,31.6,1.1
60.9384,-150.6841,49.5,1.5
36.9173,-117.6653,5.7,0.5
43.5161667,-110.4413333,7.48,1.82
33.6055,-116.675,15.59,0.41
38.8113333,-122.8211667,2.61,1.28
37.537,-118.8246667,3.75,0.72
33.7665,-115.9101667,1.75,1.19
33.7635,-115.9023333,3.35,1
52.1016,-174.2688,70.2,2.6
59.7879,-152.5172,69.6,1.6
33.766,-115.9076667,3.31,1.07
33.7611667,-115.9066667,3.11,1.1
61.4075,-150.9117,66.8,2.4
63.4035,-147.4212,15.4,0.8
51.6314,-177.1621,12.4,0.7
51.8369,178.4578,125.6,1.9
38.836834,-122.7958298,1.68,0.95
-22.855,-68.714,104.9,4
59.0153,-152.8602,75.9,1.6
61.5468,-150.5485,52,1.2
33.254,-116.3976667,5.14,0.8
47.6693333,-121.9615,4.51,1.32
51.4854,179.4122,21.3,1.1
37.4206667,-113.1266667,3.86,0.74
36.4283,-116.9522,0,0.1
64.3932,-146.992,4.9,0.2
45.0776667,-111.7353333,3.5,1.05
64.4974,-147.9134,10.1,0.4
33.5235,-116.7331667,3.93,0.65
58.8145,-152.7472,67.6,1.6
64.6614,-149.8895,14.1,1
-13.2841,-74.6778,78.76,4.6
-17.638,-178.8027,526.13,4.2
47.6248333,-122.4031667,9.05,1.3
19.384,-155.32,11.876,0.8
59.7225,-152.5124,76.6,1.5
18.8507,-64.3399,42,2.4
61.1645,-152.2261,4.4,1.1
52.7588,-168.2193,37.4,1.8
33.6071667,-117.1475,1.63,0.62
59.8442,-152.8763,101.3,2.5
69.2682,-145.9506,4.9,1.4
38.7943344,-122.7803345,3.37,0.89
63.2241,-149.3175,89.3,1.1
64.9886,-147.3406,0,1.3
56.0723,110.6443,10,4.4
39.2894,-115.2106,10.2,2.8
62.9558,-149.4496,80.8,1.2
52.1406,-176.1671,138.1,2.1
50.994,-179.7973,5.1,1.8
-18.049,-178.1246,538.08,4.4
37.6058333,-118.921,1.93,0.51
62.6739,-149.373,68,0.9
64.9445,-138.9717,12.8,1.6
60.1442,-139.553,10.2,1.1
51.4562,-173.7246,34.95,4
54.7086,-161.6911,54.2,2
19.047,-64.5652,66,2.3
-21.3395,-66.6236,218.43,4.4
61.1221,-147.3106,0,1.6
61.0784,-150.2403,45.3,1.7
38.6521,-119.4029,13.3,1.3
38.6442,-119.4092,6.8,1.1
46.1941667,-122.189,-1.15,0.67
62.6705,-152.3145,127.9,1.1
38.8204994,-122.824501,0.32,0.88
51.6087,179.5113,82.2,1.4
34.0625,-117.2606667,14.97,1.03
34.0626667,-117.2601667,14.97,0.78
33.7695,-115.9075,2.33,1.23
34.0616667,-117.2591667,14.76,0.76
35.2511,69.1885,10,4.6
33.5086667,-116.7581667,11.5,1.29
33.7701667,-117.4433333,-0.5,0.88
43.5133333,-121.6975,7.37,1.06
61.0275,-152.3874,111.7,1.5
62.5024,-151.2313,87.2,1
60.0496,-140.8298,8,1.3
41.8762,-119.6287,4.8,1.3
19.2095,-155.451,39.373,1.86
34.0181667,-116.7688333,17.86,1.32
61.701,-149.8222,37.1,1.2
33.9018333,-116.8271667,16.7,0.82
52.7208,-166.6369,14,2.5
59.4724,-153.0069,80.6,1.5
60.112,-150.4306,45.4,1.7
33.7656667,-115.9076667,3.56,0.95
63.0192,-147.918,11.2,0.7
19.4065,-155.2768333,0.018,1.74
38.7776667,-122.7548333,-0.09,2.96
62.4511,-150.5962,67.4,1.2
38.7783318,-122.7559967,0.77,1.15
38.8261681,-122.8450012,1.06,0.69
64.7092,-147.4995,11.3,1.2
38.7781677,-122.7559967,0.83,0.99
56.0914,-155.9814,66.2,2
67.9739,-157.8149,24.5,1.8
19.1756667,-155.4651667,35.417,1.77
51.9256,-172.6177,61.4,2.7
37.1007,-117.9046,12,0.8
33.632,-116.6795,13.62,0.62
64.6501,-146.853,14.7,0.2
40.7161667,-112.0605,8.09,1.38
40.1538333,-120.2131667,6.87,4.48
40.1546667,-120.2011667,9.44,2.6
40.1506667,-120.2153333,5.31,3.99
40.1423,-120.213,12.1,2.2
63.3809,-151.8037,12.6,0.8
40.1243333,-120.2336667,10.76,1.58
40.1448,-120.2322,16.6,1.1
40.1354,-120.2159,12.1,1.2
40.1422,-120.211,14.7,1
40.1334,-120.2079,11.8,1
40.1382,-120.215,12.8,1
40.1377,-120.215,12.2,1
40.1378,-120.2205,11.9,1
40.1281667,-120.2205,11.61,1.63
40.1531667,-120.1905,5.89,2.8
33.6381667,-116.7543333,14.82,0.59
60.5546,-146.1277,18,1.2
40.1357,-120.2233,11.6,1.1
40.1397,-120.2159,12,0.8
40.1335,-120.2175,11.67,2.01
40.1349,-120.2095,11.9,0.7
40.1373,-120.2169,12.3,1
40.1355,-120.2091,12.5,0.1
40.1273333,-120.2088333,11.52,1.63
38.8263321,-122.8241653,0.81,0.56
40.1385,-120.217,11.7,0.9
40.1349,-120.2231,12.6,0.7
40.135,-120.2132,11.8,0.2
40.1341,-120.2109,11.8,0.9
40.1258333,-120.227,11.13,1.6
40.1421,-120.2195,12.5,1
40.1351,-120.208,11.9,0.4
40.1353,-120.2164,11.2,0.7
40.1362,-120.2121,12.1,0.7
40.1378,-120.2124,10.5,0.8
59.8819,-153.1805,105.7,2.1
40.1357,-120.2147,12.4,0.6
63.2949,-151.2214,3.9,0.7
40.136,-120.2137,12,0.6
40.1372,-120.2119,12.2,0.4
40.1344,-120.2116,11.7,0.3
40.1393,-120.2149,13.4,0.5
40.1397,-120.2204,13.2,0.4
40.1358,-120.2067,11.7,0.6
40.1429,-120.2201,12,0.7
40.1356,-120.2039,11,0.9
40.1369,-120.2136,12.1,0.8
40.1361,-120.2205,12.6,0.3
40.1381,-120.2207,12.7,0.3
40.1352,-120.2133,12,1
40.1373,-120.2184,11.6,0.8
37.5831667,-118.862,4.57,1.83
40.1358333,-120.2106667,11.79,1.95
58.7579,-157.1253,9.3,1.3
40.1533333,-120.2138333,7.09,2.49
40.1445,-120.2319,13,0.6
40.1258333,-120.2228333,11.09,1.78
40.1375,-120.2118,12.1,0.5
37.4136,-117.9229,8.7,0.1
37.6663333,-122.5108333,9.05,1.16
40.138,-120.2189,11.7,0.3
51.2094,-177.7303,25.7,3.5
11.0092,-86.5253,33.73,4.8
40.1285,-120.2301667,11.14,1.6
40.1381,-120.2187,11.1,0.7
40.1359,-120.2119,11.7,0.3
51.7732,178.3304,127.4,2.3
40.1432,-120.2133,12.6,0.7
40.1382,-120.2083,12,0.7
68.9017,-145.6415,3.1,1.3
40.1371,-120.218,12,0.6
40.1397,-120.2187,11.5,1
38.0626667,-112.4836667,7.41,1.23
51.963,-170.7836,57.8,3.3
40.1248,-120.2092,13.3,0.4
58.0176,-154.9193,81.5,2.1
37.5838333,-118.8575,4.03,0.09
40.1385,-120.2202,12.2,0.6
63.1276,-150.4162,5.7,0.5
51.3579,-177.0699,35.2,2.5
40.1384,-120.2175,12,0.3
63.3891,-145.0961,8,0.7
40.1215,-120.2171667,10.82,1.49
40.1458,-120.2217,12.6,0.7
63.2596,-150.7429,125.3,1.2
40.1359,-120.2125,11.7,0.4
40.1479,-120.2162,11.9,0.1
40.125,-120.2295,11.26,1.53
61.4626,-140.5415,7.2,1.5
40.1246667,-120.2245,10.93,2.21
54.6743,-165.0466,106.9,2
40.1447,-120.2206,12.1,0.3
40.1383,-120.2202,11.9,0.3
40.1384,-120.2089,12.3,0.2
40.1391,-120.2228,12.3,0.8
40.1347,-120.2149,11.8,0.1
40.1383,-120.2161,12.3,0.6
62.1476,-148.7366,20,0.9
33.4741667,-116.4851667,12.33,0.5
44.8248333,-111.4323333,8.51,0.33
40.1385,-120.2172,11.9,0.3
40.1365,-120.2212,12.5,0.6
40.1372,-120.221,11.8,0.4
40.1346,-120.2191,11.1,0.7
40.1329,-120.2165,12.2,0.2
34.2088333,-117.5545,9.91,0.72
40.138,-120.2167,12,0.3
63.1206,-150.7818,111.3,1.3
40.1454,-120.2205,11.8,0.6
35.7287,-117.0437,13.2,0.1
40.1381,-120.2075,11.7,0.2
62.8314,-150.5752,77.2,1.1
40.1403,-120.2111,12.6,0.4
40.1395,-120.2191,12,0.5
40.1334,-120.2117,11.3,0.3
40.1466,-120.2183,12.9,0.1
33.768,-115.9106667,1.72,1.09
44.7511667,-111.7465,11.39,1.08
40.1378,-120.2204,12.1,0.2
40.1405,-120.2229,12.4,0.5
37.5898333,-119.0015,1.28,0.22
33.2431667,-116.7955,8.39,0.55
62.8771,-143.679,6.2,0.7
40.1575,-120.2146,13.2,0.3
19.2026667,-155.4688333,38.617,1.86
62.8739,-151.3024,102.1,1.5
40.1532,-120.2271,13.8,0.5
40.1557,-120.2117,13.5,0.2
38.8408318,-122.8266678,1.05,0.57
38.8409996,-122.8271637,1.17,1.08
40.1346,-120.214,13.2,0.7
40.1385,-120.2199,11.9,0.1
37.5955,-118.8645,2.83,0.1
40.1461,-120.2205,12.8,0.9
59.5702,-153.264,101.8,1.9
40.1447,-120.2184,12.1,0.1
40.1423,-120.211,11.7,0.3
63.1559,-150.6281,115.9,1.2
40.1381,-120.2204,13.7,0.8
41.546,-122.2926667,11.2,1.24
-4.2551,143.4332,73.9,5.2
34.225,-117.4558333,11.59,2.32
40.134,-120.225,11.41,1.75
40.1254,-120.215,11.6,1
37.6016667,-118.8106667,6.66,0.84
40.1545,-121.2973333,2.29,1.18
35.6841667,-121.1273333,5.81,0.81
40.1409,-120.2109,12.6,0.6
19.2968,-67.0231,27,3.1
38.8028336,-122.7376633,1.75,0.53
38.0538333,-118.9323333,2.31,1.37
40.1394,-120.2194,12.2,0.3
40.6653,-119.4618,5.6,0.7
38.8160019,-122.8160019,2.69,0.89
40.1231,-120.2141,10.2,0.6
40.1307,-120.2155,11.2,0.9
17.8556,-67.116,4,1.7
40.1333,-120.2154,12,0.6
37.9988,-118.1273,3.7,1
60.383,-152.9368,135.1,2
59.1505,-150.9599,51.1,2.7
18.9062,-64.3936,23,2.2
40.1516667,-120.2126667,5.15,3.31
63.1975,-150.8486,14.4,0.8
40.1445,-120.2121,12.5,0.3
33.3946667,-116.4323333,14.24,0.53
33.395,-116.4321667,13.28,0.82
40.1337,-120.2164,11.5,0.3
51.4129,-172.9868,25.7,2.1
40.1295,-120.218,11.02,1.45
40.1344,-120.2169,11.7,0.4
66.0296,-153.632,7.3,0.8
40.1365,-120.2068,11.3,0.3
59.8192,-151.7698,63.7,1.4
63.1675,-150.8493,1.4,0.8
40.1404,-120.224,12.8,1
40.1428,-120.2163,12,0.4
18.0597,-68.5132,65,3.4
32.2406667,-115.225,15.64,3.17
40.9769,-119.0703,5,1.5
33.6908333,-116.764,19.14,0.49
60.9749,-146.6694,22.1,0.9
34.0046667,-118.336,8.91,1.5
33.9968333,-118.351,9.55,1.11
40.1283333,-120.2206667,10.53,1.82
44.809,-111.5438333,12.26,0.32
65.7511,-151.697,3.7,0.6
40.1323333,-120.2248333,11.26,1.48
68.5148,-147.2668,18.2,0.8
0.1821,126.285,57.22,4.8
44.749,-110.66,2.88,1.59
57.8355,-154.8599,63.6,3.6
